PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier_(Under_$20),Store_Tier_($20-50),Store_Tier_(Over_$50),Store_Tier
702_95876750,702,SC,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$985 ,37,"$1,384 ",20.15, Large ,65062,29.20%,"$60,808 ","$627,934 ",43.60%,3.80%,2.00%,33.30%,21.90%,3,1,2,2
501_95876750,501,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,"$3,465 ",41,"$4,394 ",12.44, Large ,189335,39.10%,"$74,425 ","$1,348,097 ",56.60%,30.40%,6.10%,14.40%,21.30%,3,4,4,4
805_95876750,805,GA,95876750,Darioush Signature Cabernet Napa,750ml,$127.49 ,"$2,446 ",30,"$4,239 ",5.96, Large ,94937,41.40%,"$81,847 ","$1,286,339 ",63.60%,14.60%,7.20%,26.70%,21.00%,1,1,2,2
304_95876750,304,NJ,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,435 ",35,"$2,132 ",21.9, Medium ,179410,41.10%,"$79,724 ","$1,403,768 ",41.90%,24.10%,6.30%,30.50%,25.60%,3,3,2,2
1303_95876750,1303,NM,95876750,Darioush Signature Cabernet Napa,750ml,$119.99 ,$466 ,17,"$1,425 ",6.52, Medium ,38782,24.80%,"$56,987 ","$772,125 ",41.10%,57.50%,1.70%,1.20%,27.20%,1,0,0,0
905_95876750,905,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$2,848 ",25,"$5,923 ",17.7, Large ,114906,35.10%,"$67,832 ","$1,601,701 ",46.70%,18.50%,2.80%,10.90%,27.70%,3,4,4,4
701_95876750,701,SC,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,665 ",31,"$2,793 ",20.99, Small ,40497,27.70%,"$60,321 ","$872,417 ",41.00%,4.10%,3.60%,36.40%,23.80%,3,1,1,1
525_95876750,525,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,"$3,886 ",36,"$5,613 ",7.44, Medium ,108482,36.80%,"$76,729 ","$927,696 ",35.50%,40.50%,11.40%,16.50%,20.80%,2,2,0,0
1130_95876750,1130,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$798 ,18,"$2,305 ",2.48, Large ,81756,64.40%,"$125,031 ","$2,006,458 ",63.00%,12.10%,27.70%,2.40%,25.80%,0,4,3,3
524_95876750,524,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,"$1,595 ",52,"$1,595 ",6.12, Large ,65602,53.50%,"$106,365 ","$1,703,161 ",53.30%,21.50%,5.80%,6.00%,25.40%,3,3,3,3
202_95876750,202,VA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$590 ,52,$590 ,27.01, Medium ,126019,55.70%,"$109,886 ","$1,897,495 ",54.50%,20.80%,17.90%,15.70%,24.90%,3,2,1,1
219_95876750,219,VA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$440 ,52,$440 ,6.63, Medium ,82573,67.00%,"$144,001 ","$2,629,620 ",68.60%,16.20%,20.20%,8.20%,26.00%,2,2,2,2
923_95876750,923,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$290 ,25,$603 ,10.51, Medium ,43498,13.20%,"$39,984 ","$311,524 ",21.50%,8.70%,2.70%,28.80%,25.20%,2,1,2,2
929_95876750,929,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$975 ,31,"$1,635 ",7.96, Small ,62956,22.40%,"$44,231 ","$664,420 ",55.10%,13.60%,8.60%,16.20%,15.90%,1,0,0,0
213_95876750,213,VA,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,$155 ,51,$158 ,20.74, Small ,95243,19.70%,"$51,201 ","$402,256 ",27.80%,6.80%,3.10%,50.00%,21.40%,1,0,0,0
532_95876750,532,TX,95876750,Darioush Signature Cabernet Napa,750ml,$154.99 ,"$1,054 ",52,"$1,054 ",5.2, Large ,79648,13.60%,"$43,839 ","$298,441 ",20.60%,85.00%,0.80%,3.40%,21.70%,0,1,1,1
605_95876750,605,NC,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,190 ",31,"$1,996 ",21.92, Medium ,119342,37.50%,"$73,576 ","$958,429 ",58.50%,12.70%,5.30%,29.40%,20.70%,3,3,4,4
1806_95876750,1806,MO,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$3,286 ",48,"$3,560 ",1.07, Large ,60259,48.30%,"$96,145 ","$1,799,787 ",59.90%,6.50%,8.70%,12.00%,25.70%,2,2,2,2
516_95876750,516,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,"$2,856 ",34,"$4,368 ",7.69, Large ,239770,40.40%,"$76,352 ","$1,163,541 ",61.00%,38.10%,10.00%,8.10%,21.20%,0,4,4,4
1106_95876750,1106,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$532 ,18,"$1,537 ",13.56, Large ,207129,44.00%,"$86,671 ","$1,090,631 ",42.80%,35.60%,20.20%,10.60%,24.40%,2,4,4,4
1107_95876750,1107,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$252 ,18,$728 ,13.61, Medium ,48982,58.70%,"$115,595 ","$2,419,760 ",53.60%,19.70%,9.20%,1.50%,29.40%,0,3,2,2
211_95876750,211,VA,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,$447 ,52,$447 ,23.38, Small ,79271,33.60%,"$71,122 ","$754,023 ",33.50%,8.10%,6.90%,32.80%,23.80%,2,0,0,0
939_95876750,939,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$155 ,42,$192 ,0.91, Medium ,49433,26.30%,"$62,986 ","$748,645 ",25.80%,22.80%,2.50%,18.50%,25.90%,3,3,2,2
1701_95876750,1701,MA,95876750,Darioush Signature Cabernet Napa,750ml,$159.99 ,"$1,632 ",51,"$1,664 ",8.97, Large ,56102,56.10%,"$113,727 ","$2,295,006 ",62.70%,10.80%,11.30%,4.60%,26.20%,4,4,4,4
801_95876750,801,GA,95876750,Darioush Signature Cabernet Napa,750ml,$127.49 ,"$4,362 ",26,"$8,723 ",15.49, Large ,79012,54.00%,"$107,097 ","$1,777,722 ",63.00%,11.90%,15.00%,13.90%,24.40%,4,4,4,4
210_95876750,210,VA,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,$739 ,52,$739 ,23.61, Large ,54009,35.10%,"$75,562 ","$1,184,772 ",40.40%,9.30%,4.00%,14.80%,24.00%,3,2,3,3
1138_95876750,1138,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$126 ,18,$364 ,1.67, Large ,61031,58.90%,"$113,797 ","$1,732,380 ",41.50%,28.20%,13.20%,3.90%,23.80%,1,2,2,2
527_95876750,527,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,$841 ,47,$930 ,6.29, Large ,72971,52.80%,"$104,835 ","$1,891,355 ",56.10%,15.40%,41.50%,12.10%,27.20%,2,3,2,2
1602_95876750,1602,MN,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$700 ,28,"$1,300 ",10.64, Medium ,140763,31.00%,"$64,444 ","$644,223 ",50.10%,7.00%,12.60%,16.80%,20.60%,4,2,1,1
926_95876750,926,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,895 ",25,"$3,941 ",9.05, Small ,121139,29.80%,"$58,669 ","$528,459 ",47.50%,65.60%,2.10%,12.40%,21.80%,0,0,4,4
511_95876750,511,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,$448 ,41,$568 ,8.97, Medium ,61227,30.70%,"$64,838 ","$790,611 ",40.70%,23.50%,5.70%,12.80%,18.10%,2,2,0,0
1136_95876750,1136,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$0 ,18,$0 ,1.65, Small ,219257,37.30%,"$73,194 ","$763,091 ",44.50%,35.80%,17.40%,2.10%,24.60%,0,2,4,4
1126_95876750,1126,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$2,254 ",18,"$6,511 ",6.5, Medium ,184922,43.80%,"$85,785 ","$1,159,131 ",48.20%,36.30%,30.00%,5.70%,25.00%,0,2,3,3
1013_95876750,1013,AZ,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,$126 ,19,$345 ,1.76, Medium ,58383,31.10%,"$73,466 ","$838,517 ",28.90%,22.00%,3.80%,6.90%,19.20%,2,1,1,1
2001_95876750,2001,TN,95876750,Darioush Signature Cabernet Napa,750ml,$130.99 ,"$2,812 ",34,"$4,300 ",6.36, Large ,35028,47.40%,"$94,766 ","$1,836,093 ",59.10%,4.40%,5.30%,3.20%,28.50%,4,4,3,3
2702_95876750,2702,IN,95876750,Darioush Signature Cabernet Napa,750ml,$129.99 ,"$1,609 ",45,"$1,859 ",2.21, Large ,80511,28.70%,"$62,990 ","$664,564 ",33.30%,6.80%,8.40%,3.70%,22.60%,3,3,2,2
1805_95876750,1805,MO,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$722 ,52,$722 ,1.19, Medium ,33546,41.00%,"$82,892 ","$747,797 ",40.60%,6.60%,2.30%,6.40%,21.80%,2,2,3,3
906_95876750,906,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$2,556 ",29,"$4,583 ",17.06, Large ,107171,29.10%,"$63,029 ","$1,144,939 ",35.10%,19.10%,2.60%,24.50%,25.20%,3,2,3,3
506_95876750,506,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,"$2,078 ",37,"$2,920 ",10.97, Large ,120430,54.80%,"$108,099 ","$1,414,564 ",64.80%,11.30%,26.50%,8.70%,23.70%,3,4,4,4
1121_95876750,1121,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$665 ,20,"$1,729 ",7.02, Large ,65961,74.20%,"$165,740 ","$2,343,649 ",63.90%,12.60%,34.90%,3.40%,24.30%,0,3,3,3
1116_95876750,1116,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$518 ,12,"$2,245 ",8.09, Medium ,136560,44.00%,"$86,390 ","$1,286,108 ",40.50%,34.30%,13.80%,4.10%,25.00%,0,1,2,2
1133_95876750,1133,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$798 ,18,"$2,305 ",2.21, Large ,59305,63.60%,"$130,486 ","$2,322,883 ",65.40%,14.50%,7.50%,1.00%,27.50%,1,3,3,3
531_95876750,531,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,$470 ,42,$582 ,4.59, Small ,181332,37.30%,"$74,464 ","$864,068 ",53.90%,38.40%,4.40%,16.40%,20.00%,2,2,3,3
503_95876750,503,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,"$1,592 ",39,"$2,123 ",10.91, Medium ,133629,22.80%,"$53,255 ","$701,789 ",37.60%,56.10%,3.10%,5.20%,22.80%,1,1,2,2
1007_95876750,1007,AZ,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,"$3,096 ",19,"$8,473 ",13.12, Medium ,86579,47.70%,"$94,804 ","$1,970,370 ",57.20%,8.50%,5.00%,2.20%,30.40%,3,3,4,4
1708_95876750,1708,MA,95876750,Darioush Signature Cabernet Napa,750ml,$159.99 ,"$1,904 ",48,"$2,063 ",1.29, Large ,105187,52.40%,"$104,487 ","$1,728,724 ",54.20%,14.60%,7.00%,23.60%,26.20%,4,4,4,4
1124_95876750,1124,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$686 ,20,"$1,783 ",7.17, Small ,54828,77.30%,"$182,711 ","$3,037,929 ",70.70%,9.10%,32.90%,2.20%,26.70%,0,1,2,2
218_95876750,218,VA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,150 ",43,"$1,391 ",8.22, Medium ,32062,66.20%,"$148,736 ","$2,109,334 ",62.00%,16.20%,14.10%,9.40%,21.20%,3,3,2,2
1202_95876750,1202,NV,95876750,Darioush Signature Cabernet Napa,750ml,$159.99 ,$617 ,20,"$1,604 ",15.21, Medium ,122940,29.40%,"$63,610 ","$764,478 ",28.40%,27.60%,8.70%,9.20%,24.70%,1,1,1,1
2704_95876750,2704,IN,95876750,Darioush Signature Cabernet Napa,750ml,$129.99 ,"$1,232 ",34,"$1,884 ",2.11, Medium ,38887,58.50%,"$113,882 ","$1,685,146 ",63.80%,4.80%,6.70%,7.40%,19.40%,4,1,2,2
1601_95876750,1601,MN,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$840 ,28,"$1,560 ",9.97, Medium ,103796,46.20%,"$91,831 ","$1,754,024 ",56.80%,7.60%,6.90%,8.70%,26.70%,4,3,2,2
1609_95876750,1609,MN,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$560 ,24,"$1,213 ",2.17, Large ,62136,42.00%,"$86,096 ","$1,108,287 ",33.80%,4.20%,5.30%,8.90%,25.20%,3,1,0,0
1102_95876750,1102,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$280 ,18,$809 ,14.05, Medium ,173897,41.00%,"$81,493 ","$992,346 ",37.30%,39.50%,16.90%,4.40%,23.80%,0,2,2,2
302_95876750,302,NJ,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$690 ,40,$897 ,26.35, Medium ,195507,37.70%,"$71,908 ","$1,291,591 ",42.30%,22.00%,6.40%,39.90%,24.60%,3,3,2,2
1004_95876750,1004,AZ,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,$565 ,19,"$1,546 ",15.19, Medium ,97652,38.70%,"$80,276 ","$1,036,358 ",46.10%,24.10%,7.70%,8.70%,24.00%,2,2,1,1
1104_95876750,1104,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$140 ,18,$404 ,15.24, Large ,84828,42.60%,"$87,836 ","$913,943 ",30.50%,54.00%,11.20%,9.60%,21.20%,0,2,3,3
909_95876750,909,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$2,764 ",35,"$4,107 ",17.6, Medium ,128481,26.20%,"$57,186 ","$622,337 ",39.70%,31.00%,3.20%,17.50%,23.80%,2,2,3,3
519_95876750,519,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,"$2,450 ",38,"$3,353 ",7.59, Large ,70748,63.60%,"$123,797 ","$1,717,510 ",58.60%,22.00%,19.90%,13.20%,20.80%,2,3,2,2
1706_95876750,1706,MA,95876750,Darioush Signature Cabernet Napa,750ml,$159.99 ,"$1,088 ",51,"$1,109 ",5.44, Large ,95581,43.00%,"$85,117 ","$1,006,511 ",43.00%,5.70%,17.20%,12.00%,26.30%,4,4,4,4
2604_95876750,2604,MI,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,"$1,731 ",16,"$5,625 ",2.97, Large ,99987,34.60%,"$75,015 ","$947,401 ",31.60%,3.00%,5.60%,8.20%,26.90%,4,4,3,3
1109_95876750,1109,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$546 ,18,"$1,577 ",12.54, Medium ,174778,43.60%,"$85,443 ","$1,258,042 ",34.20%,28.10%,33.40%,1.10%,24.80%,0,3,3,3
1704_95876750,1704,MA,95876750,Darioush Signature Cabernet Napa,750ml,$159.99 ,"$2,688 ",52,"$2,688 ",7.52, Large ,80567,40.90%,"$82,938 ","$1,242,551 ",43.60%,14.60%,3.00%,4.70%,27.20%,4,4,3,3
1119_95876750,1119,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$784 ,19,"$2,146 ",7.59, Medium ,95422,32.40%,"$67,022 ","$920,392 ",36.40%,36.70%,11.00%,6.20%,21.70%,0,3,3,3
1501_95876750,1501,CT,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$5,954 ",49,"$6,319 ",11.91, Large ,53733,55.50%,"$114,356 ","$2,416,222 ",57.20%,20.90%,5.70%,10.80%,26.80%,3,4,4,4
902_95876750,902,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,375 ",32,"$2,234 ",18.91, Medium ,63515,27.20%,"$60,995 ","$1,186,673 ",37.00%,17.60%,2.40%,8.20%,26.90%,3,3,3,3
930_95876750,930,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,005 ",26,"$2,010 ",7.13, Medium ,37403,37.30%,"$78,320 ","$2,046,003 ",40.60%,19.60%,1.80%,1.60%,29.10%,3,3,3,3
1901_95876750,1901,WI,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$280 ,51,$285 ,7.98, Large ,52365,42.10%,"$84,283 ","$1,524,897 ",51.80%,5.50%,7.30%,2.30%,28.50%,3,3,2,2
1603_95876750,1603,MN,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,120 ",28,"$2,080 ",10.14, Large ,68674,46.00%,"$91,151 ","$1,352,855 ",45.90%,7.20%,6.30%,12.00%,25.30%,4,2,2,2
510_95876750,510,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,$420 ,52,$420 ,9.13, Large ,89768,50.50%,"$100,766 ","$1,102,354 ",57.70%,19.00%,19.20%,5.80%,21.80%,3,2,1,1
1006_95876750,1006,AZ,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,$536 ,19,"$1,468 ",15.03, Large ,160333,25.60%,"$53,360 ","$719,646 ",34.80%,43.90%,3.30%,7.80%,22.20%,2,3,3,3
536_95876750,536,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,"$1,761 ",47,"$1,948 ",4.41, Small ,23355,67.70%,"$149,448 ","$2,348,650 ",69.90%,11.80%,8.90%,1.30%,24.90%,0,2,2,2
306_95876750,306,NJ,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,477 ",41,"$1,873 ",2.13, Large ,125089,41.60%,"$81,688 ","$1,403,105 ",36.80%,37.20%,6.30%,13.20%,24.50%,3,4,4,4
1802_95876750,1802,MO,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$2,279 ",50,"$2,370 ",9.05, Small ,140765,34.00%,"$67,711 ","$1,073,544 ",57.50%,3.50%,5.30%,21.90%,24.70%,2,2,2,2
1503_95876750,1503,CT,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,"$1,500 ",45,"$1,733 ",9.18, Large ,43575,46.60%,"$92,042 ","$1,657,163 ",42.90%,9.70%,6.00%,5.80%,29.70%,3,3,1,1
1203_95876750,1203,NV,95876750,Darioush Signature Cabernet Napa,750ml,$159.99 ,"$1,732 ",39,"$2,309 ",13.56, Large ,68202,34.70%,"$69,366 ","$1,109,799 ",39.10%,25.70%,5.90%,2.40%,26.20%,2,2,3,3
940_95876750,940,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$155 ,26,$310 ,1.1, Small ,120259,29.40%,"$58,554 ","$855,976 ",36.80%,19.70%,1.90%,35.40%,29.00%,1,1,3,3
221_95876750,221,VA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,258 ",43,"$1,521 ",2.97, Large ,310328,49.20%,"$97,857 ","$902,107 ",63.00%,14.60%,8.10%,29.70%,20.60%,2,3,2,2
514_95876750,514,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,$150 ,52,$150 ,7.15, Large ,155078,35.40%,"$64,147 ","$619,907 ",53.60%,38.60%,6.60%,10.60%,16.50%,0,0,0,0
2602_95876750,2602,MI,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,"$1,725 ",20,"$4,485 ",2.95, Large ,74390,48.10%,"$95,634 ","$1,714,835 ",57.10%,2.90%,15.00%,7.00%,29.20%,4,4,4,4
2605_95876750,2605,MI,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,$840 ,6,"$7,279 ",0.64, Large ,70177,49.60%,"$98,966 ","$1,808,879 ",55.40%,4.30%,13.00%,4.60%,27.00%,4,3,3,3
401_95876750,401,MD,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$2,114 ",47,"$2,339 ",28.01, Medium ,120003,35.80%,"$72,889 ","$1,078,772 ",42.50%,4.60%,5.70%,37.60%,24.40%,4,3,2,2
935_95876750,935,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,099 ",49,"$1,166 ",3.07, Large ,39818,21.00%,"$53,111 ","$719,042 ",21.20%,12.30%,1.80%,8.70%,28.60%,2,0,0,0
515_95876750,515,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,$942 ,36,"$1,361 ",7.76, Medium ,76885,42.70%,"$83,880 ","$1,300,206 ",46.50%,23.50%,10.80%,8.10%,24.30%,2,3,2,2
537_95876750,537,TX,95876750,Darioush Signature Cabernet Napa,750ml,$163.99 ,$180 ,52,$180 ,2.21, Medium ,68183,19.10%,"$47,208 ","$436,197 ",47.30%,25.20%,7.60%,9.70%,12.90%,1,1,1,1
1604_95876750,1604,MN,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$980 ,28,"$1,820 ",9.99, Medium ,65749,40.90%,"$80,779 ","$1,142,718 ",43.30%,8.50%,15.30%,11.90%,22.70%,4,2,1,1
914_95876750,914,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$3,180 ",33,"$5,011 ",16.09, Medium ,53078,35.50%,"$74,843 ","$1,374,467 ",40.70%,14.50%,3.30%,5.50%,29.40%,3,3,4,4
206_95876750,206,VA,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,$450 ,49,$478 ,25.1, Medium ,61052,37.70%,"$74,897 ","$1,312,550 ",46.30%,9.80%,3.60%,25.10%,26.40%,2,1,0,0
528_95876750,528,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,"$1,331 ",52,"$1,331 ",6.06, Medium ,83891,40.70%,"$80,985 ","$1,329,555 ",45.40%,18.30%,9.30%,10.70%,27.30%,3,4,3,3
529_95876750,529,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,$551 ,52,$551 ,5.96, Large ,52803,48.70%,"$97,144 ","$1,101,290 ",46.50%,28.20%,14.40%,30.20%,18.60%,0,0,0,0
803_95876750,803,GA,95876750,Darioush Signature Cabernet Napa,750ml,$127.49 ,"$1,430 ",30,"$2,478 ",15.99, Large ,104773,47.70%,"$93,894 ","$1,623,966 ",68.10%,14.30%,10.70%,15.50%,21.70%,1,1,2,2
518_95876750,518,TX,95876750,Darioush Signature Cabernet Napa,750ml,$144.99 ,"$2,595 ",37,"$3,647 ",7.65, Medium ,221166,37.90%,"$71,798 ","$963,270 ",60.40%,28.10%,11.10%,22.30%,20.70%,0,1,2,2
2705_95876750,2705,IN,95876750,Darioush Signature Cabernet Napa,750ml,$129.99 ,$530 ,52,$530 ,1.15, Large ,58751,27.60%,"$62,925 ","$608,708 ",31.30%,11.10%,4.50%,18.60%,22.20%,4,3,3,3
704_95876750,704,SC,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,387 ",31,"$2,326 ",5.56, Large ,39322,21.60%,"$53,001 ","$513,776 ",28.30%,12.40%,2.90%,11.60%,22.90%,4,2,2,2
924_95876750,924,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,170 ",33,"$1,843 ",10.03, Medium ,45822,33.30%,"$69,771 ","$1,679,664 ",45.50%,8.10%,2.40%,1.30%,32.60%,3,2,2,2
305_95876750,305,NJ,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,198 ",38,"$1,639 ",2.96, Large ,60245,46.80%,"$91,707 ","$1,786,040 ",48.20%,15.60%,4.10%,8.10%,26.40%,4,4,4,4
1110_95876750,1110,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$1,316 ",18,"$3,802 ",12.21, Small ,117011,55.80%,"$110,086 ","$1,774,066 ",53.70%,21.10%,16.40%,1.90%,26.30%,1,3,3,3
915_95876750,915,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$530 ,26,"$1,059 ",16.32, Medium ,87528,42.60%,"$84,991 ","$1,231,215 ",40.00%,53.70%,5.80%,20.60%,25.00%,1,2,3,3
937_95876750,937,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,$540 ,44,$638 ,2.46, Large ,57919,19.40%,"$47,357 ","$507,951 ",30.60%,6.00%,3.20%,31.10%,24.30%,2,2,2,2
908_95876750,908,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,919 ",30,"$3,327 ",17.01, Large ,64972,40.40%,"$79,478 ","$2,029,369 ",43.00%,24.60%,1.80%,6.40%,27.30%,3,4,4,4
2703_95876750,2703,IN,95876750,Darioush Signature Cabernet Napa,750ml,$129.99 ,"$2,540 ",49,"$2,695 ",2.1, Large ,54696,54.20%,"$107,084 ","$1,793,969 ",64.20%,4.40%,8.10%,3.30%,24.70%,3,4,4,4
1115_95876750,1115,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$259 ,14,$962 ,8.72, Medium ,75469,66.40%,"$137,450 ","$1,906,279 ",54.50%,17.90%,54.00%,2.60%,24.20%,0,2,2,2
1120_95876750,1120,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$798 ,20,"$2,075 ",7.05, Large ,168631,56.50%,"$116,849 ","$1,755,512 ",47.60%,28.60%,29.00%,3.20%,23.80%,0,3,3,3
523_95876750,523,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,$455 ,52,$455 ,6.96, Large ,87784,44.60%,"$90,801 ","$857,716 ",40.00%,24.10%,7.70%,10.50%,19.20%,2,2,1,1
508_95876750,508,TX,95876750,Darioush Signature Cabernet Napa,750ml,$149.99 ,$160 ,52,$160 ,10.12, Large ,119670,28.50%,"$64,221 ","$695,923 ",30.50%,31.50%,8.80%,23.20%,21.30%,2,1,1,1
220_95876750,220,VA,95876750,Darioush Signature Cabernet Napa,750ml,$136.99 ,"$1,050 ",51,"$1,071 ",6.27, Large ,58624,46.10%,"$90,248 ","$1,543,827 ",60.70%,6.20%,16.50%,10.40%,24.10%,2,1,1,1
1804_95876750,1804,MO,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,277 ",52,"$1,277 ",2.15, Large ,62406,48.00%,"$95,727 ","$1,449,941 ",42.50%,3.30%,3.30%,4.80%,24.30%,3,3,2,2
928_95876750,928,FL,95876750,Darioush Signature Cabernet Napa,750ml,$134.99 ,"$1,830 ",31,"$3,069 ",8.26, Medium ,81740,24.10%,"$59,842 ","$537,330 ",30.40%,28.00%,4.00%,19.60%,23.50%,2,1,1,1
2102_95876750,2102,KY,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$938 ,12,"$4,064 ",6.54, Medium ,97501,25.80%,"$56,431 ","$737,339 ",48.10%,7.00%,4.70%,12.60%,22.10%,2,1,1,1
1112_95876750,1112,CA,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,"$2,338 ",18,"$6,754 ",11.39, Large ,34549,37.20%,"$71,445 ","$2,141,335 ",41.20%,24.50%,4.00%,1.80%,31.40%,0,3,4,4
2103_95876750,2103,KY,95876750,Darioush Signature Cabernet Napa,750ml,$139.99 ,$266 ,13,"$1,064 ",6, Medium ,99731,33.70%,"$70,948 ","$1,144,827 ",53.70%,6.30%,4.20%,11.70%,25.90%,2,2,1,1
